commodity,state,season,avg_price
Lentils (urad),Andhra Pradesh,Monsoon,110.90974999999999
Lentils (urad),Andhra Pradesh,Summer,108.9659090909091
Lentils (urad),Andhra Pradesh,Winter,112.1393023255814
Lentils (urad),Assam,Autumn,105.18052631578948
Lentils (urad),Assam,Monsoon,100.69714285714285
Lentils (urad),Assam,Summer,101.51
Lentils (urad),Assam,Winter,95.82631578947367
Lentils (urad),Bihar,Autumn,101.23008849557517
Lentils (urad),Bihar,Monsoon,101.03947826086956
Lentils (urad),Bihar,Summer,103.07186567164175
Lentils (urad),Bihar,Winter,103.38960000000002
Lentils (urad),Chandigarh,Autumn,91.7495652173913
Lentils (urad),Chandigarh,Monsoon,90.1152
Lentils (urad),Chandigarh,Summer,91.2732
Lentils (urad),Chandigarh,Winter,94.33545454545455
Lentils (urad),Chhattisgarh,Autumn,93.87437499999999
Lentils (urad),Chhattisgarh,Monsoon,97.71954545454545
Lentils (urad),Chhattisgarh,Summer,96.12250000000002
Lentils (urad),Chhattisgarh,Winter,94.57279999999999
Lentils (urad),Delhi,Autumn,115.82894736842105
Lentils (urad),Delhi,Monsoon,110.83058823529412
Lentils (urad),Delhi,Summer,114.92466666666665
Lentils (urad),Delhi,Winter,112.47333333333333
Lentils (urad),Goa,Autumn,125.947
Lentils (urad),Goa,Monsoon,118.46950000000001
Lentils (urad),Goa,Summer,126.6370588235294
Lentils (urad),Goa,Winter,122.94285714285715
Lentils (urad),Gujarat,Autumn,94.89776119402984
Lentils (urad),Gujarat,Monsoon,95.4295890410959
Lentils (urad),Gujarat,Summer,98.47528571428572
Lentils (urad),Gujarat,Winter,95.62253968253967
Lentils (urad),Haryana,Autumn,96.0751515151515
Lentils (urad),Haryana,Monsoon,91.38841463414633
Lentils (urad),Haryana,Summer,94.76372093023257
Lentils (urad),Haryana,Winter,94.37610389610391
Lentils (urad),Himachal Pradesh,Autumn,101.34112903225805
Lentils (urad),Himachal Pradesh,Monsoon,100.11464285714287
Lentils (urad),Himachal Pradesh,Summer,104.08957746478872
Lentils (urad),Himachal Pradesh,Winter,100.9615254237288
Lentils (urad),Jharkhand,Autumn,100.72103448275861
Lentils (urad),Jharkhand,Monsoon,97.28603174603177
Lentils (urad),Jharkhand,Summer,100.50485294117645
Lentils (urad),Jharkhand,Winter,101.37728813559326
Lentils (urad),Karnataka,Autumn,115.9578651685393
Lentils (urad),Karnataka,Monsoon,112.38273684210527
Lentils (urad),Karnataka,Summer,115.21057377049175
Lentils (urad),Karnataka,Winter,115.58326315789472
Lentils (urad),Kerala,Autumn,121.87825000000002
Lentils (urad),Kerala,Monsoon,117.93626506024097
Lentils (urad),Kerala,Summer,122.19445783132532
Lentils (urad),Kerala,Winter,121.9806153846154
Lentils (urad),Madhya Pradesh,Autumn,90.80657407407409
Lentils (urad),Madhya Pradesh,Monsoon,88.81819819819819
Lentils (urad),Madhya Pradesh,Summer,93.24627118644072
Lentils (urad),Madhya Pradesh,Winter,89.87213675213671
Lentils (urad),Maharashtra,Autumn,103.97714285714282
Lentils (urad),Maharashtra,Monsoon,105.20627118644063
Lentils (urad),Maharashtra,Summer,106.54471428571428
Lentils (urad),Maharashtra,Winter,104.80302631578945
Lentils (urad),Manipur,Autumn,127.58
Lentils (urad),Manipur,Monsoon,120.445
Lentils (urad),Manipur,Summer,121.5
Lentils (urad),Manipur,Winter,130.0
Lentils (urad),Meghalaya,Autumn,107.97999999999999
Lentils (urad),Meghalaya,Monsoon,103.87935483870967
Lentils (urad),Meghalaya,Summer,109.6158823529412
Lentils (urad),Meghalaya,Winter,107.78718750000002
Lentils (urad),Mizoram,Autumn,121.25
Lentils (urad),Mizoram,Monsoon,112.73833333333334
Lentils (urad),Mizoram,Summer,120.80076923076923
Lentils (urad),Mizoram,Winter,118.9
Lentils (urad),Nagaland,Autumn,100.92904761904762
Lentils (urad),Nagaland,Monsoon,105.28045454545455
Lentils (urad),Nagaland,Summer,102.47923076923077
Lentils (urad),Nagaland,Winter,102.78363636363635
Lentils (urad),Orissa,Autumn,96.35542372881358
Lentils (urad),Orissa,Monsoon,90.84697674418604
Lentils (urad),Orissa,Summer,95.73030534351145
Lentils (urad),Orissa,Winter,94.91881355932205
Lentils (urad),Puducherry,Autumn,124.15941176470588
Lentils (urad),Puducherry,Monsoon,114.00666666666669
Lentils (urad),Puducherry,Summer,113.38375
Lentils (urad),Puducherry,Winter,115.38277777777778
Lentils (urad),Punjab,Autumn,101.55567567567567
Lentils (urad),Punjab,Monsoon,95.46552631578948
Lentils (urad),Punjab,Summer,105.24523809523808
Lentils (urad),Punjab,Winter,103.35000000000001
Lentils (urad),Rajasthan,Autumn,94.52183098591546
Lentils (urad),Rajasthan,Monsoon,92.2670666666667
Lentils (urad),Rajasthan,Summer,94.57602409638554
Lentils (urad),Rajasthan,Winter,95.60424657534247
Lentils (urad),Sikkim,Autumn,122.5
Lentils (urad),Sikkim,Monsoon,123.19000000000001
Lentils (urad),Sikkim,Summer,122.70333333333333
Lentils (urad),Sikkim,Winter,118.645
Lentils (urad),Tamil Nadu,Autumn,117.69112244897963
Lentils (urad),Tamil Nadu,Monsoon,113.02484848484852
Lentils (urad),Tamil Nadu,Summer,115.87982300884956
Lentils (urad),Tamil Nadu,Winter,114.6454901960784
Lentils (urad),Telangana,Autumn,111.40593220338985
Lentils (urad),Telangana,Monsoon,111.82057692307689
Lentils (urad),Telangana,Summer,107.00960784313729
Lentils (urad),Telangana,Winter,106.06219512195122
Lentils (urad),Tripura,Autumn,97.9604347826087
Lentils (urad),Tripura,Monsoon,98.25479999999999
Lentils (urad),Tripura,Summer,97.1084
Lentils (urad),Tripura,Winter,103.07636363636362
Lentils (urad),Uttar Pradesh,Autumn,100.83634146341463
Lentils (urad),Uttar Pradesh,Monsoon,99.71924999999997
Lentils (urad),Uttar Pradesh,Summer,102.87427480916031
Lentils (urad),Uttar Pradesh,Winter,102.074765625
Lentils (urad),Uttarakhand,Autumn,105.86499999999998
Lentils (urad),Uttarakhand,Monsoon,103.63523809523811
Lentils (urad),Uttarakhand,Summer,105.65020833333335
Lentils (urad),Uttarakhand,Winter,107.25722222222224
Lentils (urad),West Bengal,Autumn,101.6690540540541
Lentils (urad),West Bengal,Monsoon,101.33125000000001
Lentils (urad),West Bengal,Summer,102.52636363636361
Lentils (urad),West Bengal,Winter,105.3575
Milk,Bihar,Autumn,34.11066666666667
Milk,Bihar,Monsoon,33.92935483870968
Milk,Bihar,Summer,33.50354838709678
Milk,Bihar,Winter,32.9996875
Milk,Delhi,Autumn,35.325
Milk,Delhi,Monsoon,35.78212121212121
Milk,Delhi,Summer,35.48909090909091
Milk,Delhi,Winter,34.15228571428571
Milk,Gujarat,Autumn,40.662608695652175
Milk,Gujarat,Monsoon,40.95517241379311
Milk,Gujarat,Summer,39.69758620689655
Milk,Gujarat,Winter,40.01714285714286
Milk,Karnataka,Autumn,28.446000000000005
Milk,Karnataka,Monsoon,28.3525
Milk,Karnataka,Summer,28.005555555555556
Milk,Karnataka,Winter,28.275937499999998
Milk,Madhya Pradesh,Autumn,39.12259259259259
Milk,Madhya Pradesh,Monsoon,39.25692307692307
Milk,Madhya Pradesh,Summer,38.05
Milk,Madhya Pradesh,Winter,33.091764705882355
Milk,Maharashtra,Autumn,36.37130434782609
Milk,Maharashtra,Monsoon,37.535
Milk,Maharashtra,Summer,36.56576923076923
Milk,Maharashtra,Winter,36.97518518518518
Milk,Tamil Nadu,Autumn,33.888888888888886
Milk,Tamil Nadu,Monsoon,28.706521739130434
Milk,Tamil Nadu,Summer,31.26923076923077
Milk,Tamil Nadu,Winter,30.88
Milk (pasteurized),Andaman And Nicobar,Autumn,60.565
Milk (pasteurized),Andaman And Nicobar,Monsoon,57.475
Milk (pasteurized),Andaman And Nicobar,Summer,62.55826086956522
Milk (pasteurized),Andaman And Nicobar,Winter,61.356666666666676
Milk (pasteurized),Andhra Pradesh,Autumn,46.11866666666667
Milk (pasteurized),Andhra Pradesh,Monsoon,47.411951219512204
Milk (pasteurized),Andhra Pradesh,Summer,48.81159090909091
Milk (pasteurized),Andhra Pradesh,Winter,47.92085106382978
Milk (pasteurized),Assam,Autumn,54.3826923076923
Milk (pasteurized),Assam,Monsoon,51.65249999999999
Milk (pasteurized),Assam,Summer,48.85037037037037
Milk (pasteurized),Assam,Winter,52.60481481481481
Milk (pasteurized),Bihar,Autumn,44.31306666666665
Milk (pasteurized),Bihar,Monsoon,43.99759124087591
Milk (pasteurized),Bihar,Summer,45.59011904761904
Milk (pasteurized),Bihar,Winter,45.70597014925374
Milk (pasteurized),Chandigarh,Autumn,44.743199999999995
Milk (pasteurized),Chandigarh,Monsoon,44.65130434782609
Milk (pasteurized),Chandigarh,Summer,43.56461538461538
Milk (pasteurized),Chandigarh,Winter,43.94307692307692
Milk (pasteurized),Chhattisgarh,Autumn,51.55612903225806
Milk (pasteurized),Chhattisgarh,Monsoon,56.19458333333333
Milk (pasteurized),Chhattisgarh,Summer,54.342903225806445
Milk (pasteurized),Chhattisgarh,Winter,53.85576923076922
Milk (pasteurized),Delhi,Autumn,41.24925925925926
Milk (pasteurized),Delhi,Monsoon,42.53909090909091
Milk (pasteurized),Delhi,Summer,41.292272727272724
Milk (pasteurized),Delhi,Winter,41.90714285714285
Milk (pasteurized),Goa,Autumn,48.875
Milk (pasteurized),Goa,Monsoon,48.26444444444444
Milk (pasteurized),Goa,Summer,49.618
Milk (pasteurized),Goa,Winter,51.35625
Milk (pasteurized),Gujarat,Autumn,49.23382978723405
Milk (pasteurized),Gujarat,Monsoon,49.25510638297873
Milk (pasteurized),Gujarat,Summer,49.20978947368421
Milk (pasteurized),Gujarat,Winter,49.24860215053764
Milk (pasteurized),Haryana,Autumn,47.128571428571426
Milk (pasteurized),Haryana,Monsoon,46.95939759036145
Milk (pasteurized),Haryana,Summer,47.97595238095238
Milk (pasteurized),Haryana,Winter,48.480374999999995
Milk (pasteurized),Himachal Pradesh,Autumn,39.784050632911395
Milk (pasteurized),Himachal Pradesh,Monsoon,40.56666666666667
Milk (pasteurized),Himachal Pradesh,Summer,39.77433333333333
Milk (pasteurized),Himachal Pradesh,Winter,40.08539325842697
Milk (pasteurized),Jharkhand,Autumn,47.48642857142857
Milk (pasteurized),Jharkhand,Monsoon,47.433275862068975
Milk (pasteurized),Jharkhand,Summer,49.46032786885245
Milk (pasteurized),Jharkhand,Winter,48.398500000000006
Milk (pasteurized),Karnataka,Autumn,39.60120370370372
Milk (pasteurized),Karnataka,Monsoon,40.716055045871556
Milk (pasteurized),Karnataka,Summer,39.97327731092437
Milk (pasteurized),Karnataka,Winter,39.986288659793814
Milk (pasteurized),Kerala,Autumn,42.7925
Milk (pasteurized),Kerala,Monsoon,42.85223529411765
Milk (pasteurized),Kerala,Summer,43.06121951219512
Milk (pasteurized),Kerala,Winter,43.64595505617977
Milk (pasteurized),Madhya Pradesh,Autumn,49.29323308270677
Milk (pasteurized),Madhya Pradesh,Monsoon,48.99191176470587
Milk (pasteurized),Madhya Pradesh,Summer,50.09458333333336
Milk (pasteurized),Madhya Pradesh,Winter,48.85294520547944
Milk (pasteurized),Maharashtra,Autumn,41.84777777777777
Milk (pasteurized),Maharashtra,Monsoon,43.57819148936171
Milk (pasteurized),Maharashtra,Summer,43.105757575757586
Milk (pasteurized),Maharashtra,Winter,44.130471698113205
Milk (pasteurized),Manipur,Autumn,52.737500000000004
Milk (pasteurized),Manipur,Monsoon,65.5
Milk (pasteurized),Manipur,Summer,46.915
Milk (pasteurized),Manipur,Winter,40.13833333333333
Milk (pasteurized),Meghalaya,Autumn,64.00078947368422
Milk (pasteurized),Meghalaya,Monsoon,64.51185185185186
Milk (pasteurized),Meghalaya,Summer,64.63135135135136
Milk (pasteurized),Meghalaya,Winter,65.1227027027027
Milk (pasteurized),Mizoram,Autumn,67.68357142857143
Milk (pasteurized),Mizoram,Monsoon,68.11235294117648
Milk (pasteurized),Mizoram,Summer,69.34454545454545
Milk (pasteurized),Mizoram,Winter,67.78166666666667
Milk (pasteurized),Nagaland,Autumn,60.6
Milk (pasteurized),Nagaland,Monsoon,60.84178571428572
Milk (pasteurized),Nagaland,Summer,60.49250000000001
Milk (pasteurized),Nagaland,Winter,62.81277777777778
Milk (pasteurized),Orissa,Autumn,39.51503649635036
Milk (pasteurized),Orissa,Monsoon,39.56471544715447
Milk (pasteurized),Orissa,Summer,40.577307692307684
Milk (pasteurized),Orissa,Winter,39.90565217391305
Milk (pasteurized),Puducherry,Autumn,39.30769230769231
Milk (pasteurized),Puducherry,Monsoon,36.357142857142854
Milk (pasteurized),Puducherry,Summer,35.8421052631579
Milk (pasteurized),Puducherry,Winter,38.63777777777778
Milk (pasteurized),Punjab,Autumn,44.63296875
Milk (pasteurized),Punjab,Monsoon,43.966478873239446
Milk (pasteurized),Punjab,Summer,44.2011111111111
Milk (pasteurized),Punjab,Winter,45.78517857142857
Milk (pasteurized),Rajasthan,Autumn,41.12979591836735
Milk (pasteurized),Rajasthan,Monsoon,40.62180851063829
Milk (pasteurized),Rajasthan,Summer,40.18385416666666
Milk (pasteurized),Rajasthan,Winter,41.75620689655173
Milk (pasteurized),Sikkim,Autumn,57.4
Milk (pasteurized),Sikkim,Monsoon,60.5
Milk (pasteurized),Sikkim,Summer,60.6
Milk (pasteurized),Sikkim,Winter,60.0
Milk (pasteurized),Tamil Nadu,Autumn,38.73
Milk (pasteurized),Tamil Nadu,Monsoon,37.41325396825397
Milk (pasteurized),Tamil Nadu,Summer,37.81681818181819
Milk (pasteurized),Tamil Nadu,Winter,37.85537735849057
Milk (pasteurized),Telangana,Autumn,50.46673076923077
Milk (pasteurized),Telangana,Monsoon,50.49431034482759
Milk (pasteurized),Telangana,Summer,51.929019607843145
Milk (pasteurized),Telangana,Winter,50.20016949152542
Milk (pasteurized),Tripura,Autumn,46.22125
Milk (pasteurized),Tripura,Monsoon,45.627941176470586
Milk (pasteurized),Tripura,Summer,46.28606060606061
Milk (pasteurized),Tripura,Winter,48.41516129032258
Milk (pasteurized),Uttar Pradesh,Autumn,50.995380434782604
Milk (pasteurized),Uttar Pradesh,Monsoon,51.2689247311828
Milk (pasteurized),Uttar Pradesh,Summer,52.036448087431694
Milk (pasteurized),Uttar Pradesh,Winter,51.75473372781066
Milk (pasteurized),Uttarakhand,Autumn,48.29272727272728
Milk (pasteurized),Uttarakhand,Monsoon,47.776944444444446
Milk (pasteurized),Uttarakhand,Summer,46.20521739130434
Milk (pasteurized),Uttarakhand,Winter,46.543404255319146
Milk (pasteurized),West Bengal,Autumn,40.976417910447765
Milk (pasteurized),West Bengal,Monsoon,42.58478873239437
Milk (pasteurized),West Bengal,Summer,42.623333333333335
Milk (pasteurized),West Bengal,Winter,44.41523076923078
Oil (groundnut),Andaman And Nicobar,Autumn,138.397
Oil (groundnut),Andaman And Nicobar,Monsoon,145.4125
Oil (groundnut),Andaman And Nicobar,Summer,144.88666666666666
Oil (groundnut),Andaman And Nicobar,Winter,135.282
Oil (groundnut),Andhra Pradesh,Autumn,137.49160714285716
Oil (groundnut),Andhra Pradesh,Monsoon,139.621
Oil (groundnut),Andhra Pradesh,Summer,150.23851851851848
Oil (groundnut),Andhra Pradesh,Winter,142.75394736842102
Oil (groundnut),Assam,Autumn,191.346
Oil (groundnut),Assam,Monsoon,185.0325
Oil (groundnut),Assam,Summer,202.8475
Oil (groundnut),Assam,Winter,198.974
Oil (groundnut),Bihar,Autumn,186.93416666666667
Oil (groundnut),Bihar,Monsoon,186.45
Oil (groundnut),Bihar,Summer,192.06548387096777
Oil (groundnut),Bihar,Winter,187.49880000000005
Oil (groundnut),Chandigarh,Autumn,133.77555555555557
Oil (groundnut),Chandigarh,Monsoon,139.85375
Oil (groundnut),Chandigarh,Summer,141.33214285714286
Oil (groundnut),Chandigarh,Winter,139.89896551724138
Oil (groundnut),Chhattisgarh,Autumn,173.04043478260868
Oil (groundnut),Chhattisgarh,Monsoon,181.24272727272728
Oil (groundnut),Chhattisgarh,Summer,187.0196
Oil (groundnut),Chhattisgarh,Winter,177.0996153846154
Oil (groundnut),Delhi,Autumn,167.20250000000001
Oil (groundnut),Delhi,Monsoon,173.08789473684212
Oil (groundnut),Delhi,Summer,176.48399999999998
Oil (groundnut),Delhi,Winter,173.10909090909092
Oil (groundnut),Goa,Autumn,177.4959090909091
Oil (groundnut),Goa,Monsoon,178.29478260869564
Oil (groundnut),Goa,Summer,181.8622727272727
Oil (groundnut),Goa,Winter,174.9040909090909
Oil (groundnut),Gujarat,Autumn,141.47534883720922
Oil (groundnut),Gujarat,Monsoon,146.68199999999996
Oil (groundnut),Gujarat,Summer,155.3167647058824
Oil (groundnut),Gujarat,Winter,152.3240677966102
Oil (groundnut),Haryana,Autumn,149.91021276595748
Oil (groundnut),Haryana,Monsoon,146.61346938775512
Oil (groundnut),Haryana,Summer,152.5058888888889
Oil (groundnut),Haryana,Winter,151.4698947368421
Oil (groundnut),Himachal Pradesh,Autumn,167.1327659574468
Oil (groundnut),Himachal Pradesh,Monsoon,169.43580000000003
Oil (groundnut),Himachal Pradesh,Summer,170.7119565217391
Oil (groundnut),Himachal Pradesh,Winter,163.80608695652174
Oil (groundnut),Jharkhand,Autumn,177.48469387755102
Oil (groundnut),Jharkhand,Monsoon,174.16174999999998
Oil (groundnut),Jharkhand,Summer,180.74588235294115
Oil (groundnut),Jharkhand,Winter,178.30018181818178
Oil (groundnut),Karnataka,Autumn,157.60133333333332
Oil (groundnut),Karnataka,Monsoon,154.44606741573034
Oil (groundnut),Karnataka,Summer,159.101170212766
Oil (groundnut),Karnataka,Winter,156.68024691358022
Oil (groundnut),Kerala,Autumn,160.45896551724135
Oil (groundnut),Kerala,Monsoon,160.25615384615384
Oil (groundnut),Kerala,Summer,171.29171874999997
Oil (groundnut),Kerala,Winter,170.98097222222225
Oil (groundnut),Madhya Pradesh,Autumn,146.197984496124
Oil (groundnut),Madhya Pradesh,Monsoon,147.6185039370079
Oil (groundnut),Madhya Pradesh,Summer,157.81917293233082
Oil (groundnut),Madhya Pradesh,Winter,150.39659863945582
Oil (groundnut),Maharashtra,Autumn,152.293
Oil (groundnut),Maharashtra,Monsoon,155.60052631578952
Oil (groundnut),Maharashtra,Summer,156.11966666666666
Oil (groundnut),Maharashtra,Winter,152.89512820512826
Oil (groundnut),Manipur,Monsoon,180.0
Oil (groundnut),Manipur,Summer,182.5
Oil (groundnut),Manipur,Winter,168.75
Oil (groundnut),Meghalaya,Autumn,122.23111111111113
Oil (groundnut),Meghalaya,Monsoon,116.89208333333333
Oil (groundnut),Meghalaya,Summer,114.02117647058823
Oil (groundnut),Meghalaya,Winter,128.01931034482757
Oil (groundnut),Mizoram,Autumn,194.0
Oil (groundnut),Mizoram,Monsoon,159.778
Oil (groundnut),Mizoram,Summer,159.95333333333332
Oil (groundnut),Mizoram,Winter,181.978
Oil (groundnut),Nagaland,Autumn,123.541875
Oil (groundnut),Nagaland,Monsoon,120.75
Oil (groundnut),Nagaland,Summer,129.91210526315788
Oil (groundnut),Nagaland,Winter,120.18526315789474
Oil (groundnut),Orissa,Autumn,185.8875
Oil (groundnut),Orissa,Monsoon,181.284
Oil (groundnut),Orissa,Summer,173.37333333333333
Oil (groundnut),Orissa,Winter,180.4225
Oil (groundnut),Puducherry,Autumn,137.91562500000003
Oil (groundnut),Puducherry,Monsoon,139.63382352941179
Oil (groundnut),Puducherry,Summer,150.54241379310344
Oil (groundnut),Puducherry,Winter,141.06741935483873
Oil (groundnut),Punjab,Autumn,153.2116455696203
Oil (groundnut),Punjab,Monsoon,151.36555555555555
Oil (groundnut),Punjab,Summer,157.75428571428577
Oil (groundnut),Punjab,Winter,160.25880952380953
Oil (groundnut),Rajasthan,Autumn,149.85307692307688
Oil (groundnut),Rajasthan,Monsoon,148.92520661157025
Oil (groundnut),Rajasthan,Summer,158.2246296296296
Oil (groundnut),Rajasthan,Winter,148.2536363636364
Oil (groundnut),Tamil Nadu,Autumn,166.7861165048543
Oil (groundnut),Tamil Nadu,Monsoon,167.10202247191012
Oil (groundnut),Tamil Nadu,Summer,176.02051020408166
Oil (groundnut),Tamil Nadu,Winter,163.4151041666666
Oil (groundnut),Telangana,Autumn,138.36032786885247
Oil (groundnut),Telangana,Monsoon,144.1114754098361
Oil (groundnut),Telangana,Summer,154.24456140350875
Oil (groundnut),Telangana,Winter,144.17978723404252
Oil (groundnut),Uttar Pradesh,Autumn,155.92697530864191
Oil (groundnut),Uttar Pradesh,Monsoon,153.75816568047338
Oil (groundnut),Uttar Pradesh,Summer,159.10702380952384
Oil (groundnut),Uttar Pradesh,Winter,156.21624242424238
Oil (groundnut),Uttarakhand,Autumn,157.5016216216216
Oil (groundnut),Uttarakhand,Monsoon,156.44551724137932
Oil (groundnut),Uttarakhand,Summer,154.0232258064516
Oil (groundnut),Uttarakhand,Winter,161.00764705882352
Oil (groundnut),West Bengal,Autumn,158.84701492537312
Oil (groundnut),West Bengal,Monsoon,158.28015384615375
Oil (groundnut),West Bengal,Summer,159.01606060606062
Oil (groundnut),West Bengal,Winter,161.66400000000002
Oil (mustard),Andaman And Nicobar,Autumn,170.9553125
Oil (mustard),Andaman And Nicobar,Monsoon,167.05486486486487
Oil (mustard),Andaman And Nicobar,Summer,178.75533333333337
Oil (mustard),Andaman And Nicobar,Winter,190.21285714285716
Oil (mustard),Andhra Pradesh,Autumn,140.16060000000002
Oil (mustard),Andhra Pradesh,Monsoon,150.6325
Oil (mustard),Andhra Pradesh,Summer,155.18782608695656
Oil (mustard),Andhra Pradesh,Winter,159.89837209302326
Oil (mustard),Assam,Autumn,81.30753424657534
Oil (mustard),Assam,Monsoon,81.0773913043478
Oil (mustard),Assam,Summer,79.55048387096774
Oil (mustard),Assam,Winter,78.89430769230769
Oil (mustard),Bihar,Autumn,132.7369178082192
Oil (mustard),Bihar,Monsoon,131.07881987577645
Oil (mustard),Bihar,Summer,131.4458988764045
Oil (mustard),Bihar,Winter,131.64475
Oil (mustard),Chandigarh,Autumn,108.93918918918921
Oil (mustard),Chandigarh,Monsoon,105.94560975609757
Oil (mustard),Chandigarh,Summer,114.21783783783782
Oil (mustard),Chandigarh,Winter,119.87387096774194
Oil (mustard),Chhattisgarh,Autumn,162.22225806451613
Oil (mustard),Chhattisgarh,Monsoon,168.58526315789476
Oil (mustard),Chhattisgarh,Summer,163.855625
Oil (mustard),Chhattisgarh,Winter,168.92580645161286
Oil (mustard),Delhi,Autumn,99.16630434782611
Oil (mustard),Delhi,Monsoon,96.07842105263157
Oil (mustard),Delhi,Summer,90.70076923076921
Oil (mustard),Delhi,Winter,86.23272727272727
Oil (mustard),Goa,Autumn,158.87550000000005
Oil (mustard),Goa,Monsoon,154.79625
Oil (mustard),Goa,Summer,163.22347826086957
Oil (mustard),Goa,Winter,157.42555555555555
Oil (mustard),Gujarat,Autumn,107.00122137404576
Oil (mustard),Gujarat,Monsoon,98.30084615384617
Oil (mustard),Gujarat,Summer,100.7775590551181
Oil (mustard),Gujarat,Winter,107.53601694915254
Oil (mustard),Haryana,Autumn,113.58762886597945
Oil (mustard),Haryana,Monsoon,111.89999999999998
Oil (mustard),Haryana,Summer,115.59808510638301
Oil (mustard),Haryana,Winter,116.08428571428571
Oil (mustard),Himachal Pradesh,Autumn,123.5234814814815
Oil (mustard),Himachal Pradesh,Monsoon,121.44315384615385
Oil (mustard),Himachal Pradesh,Summer,121.09157142857143
Oil (mustard),Himachal Pradesh,Winter,124.2635555555556
Oil (mustard),Jharkhand,Autumn,139.43186440677965
Oil (mustard),Jharkhand,Monsoon,139.7304347826087
Oil (mustard),Jharkhand,Summer,146.4273015873016
Oil (mustard),Jharkhand,Winter,144.49216666666663
Oil (mustard),Karnataka,Autumn,159.61970588235295
Oil (mustard),Karnataka,Monsoon,159.71067307692311
Oil (mustard),Karnataka,Summer,168.861186440678
Oil (mustard),Karnataka,Winter,169.88452631578943
Oil (mustard),Kerala,Autumn,140.76559322033899
Oil (mustard),Kerala,Monsoon,139.37629921259844
Oil (mustard),Kerala,Summer,140.27651851851857
Oil (mustard),Kerala,Winter,141.9151937984496
Oil (mustard),Madhya Pradesh,Autumn,112.63329341317365
Oil (mustard),Madhya Pradesh,Monsoon,108.34432584269663
Oil (mustard),Madhya Pradesh,Summer,114.462688172043
Oil (mustard),Madhya Pradesh,Winter,110.69253164556962
Oil (mustard),Maharashtra,Autumn,111.19760273972604
Oil (mustard),Maharashtra,Monsoon,115.03474820143886
Oil (mustard),Maharashtra,Summer,113.98647887323943
Oil (mustard),Maharashtra,Winter,114.28426573426573
Oil (mustard),Manipur,Autumn,161.12166666666667
Oil (mustard),Manipur,Monsoon,170.0
Oil (mustard),Manipur,Summer,193.05
Oil (mustard),Manipur,Winter,135.85
Oil (mustard),Meghalaya,Autumn,93.43011764705885
Oil (mustard),Meghalaya,Monsoon,93.49444444444444
Oil (mustard),Meghalaya,Summer,97.55689189189188
Oil (mustard),Meghalaya,Winter,98.35609375000001
Oil (mustard),Mizoram,Autumn,86.27225806451614
Oil (mustard),Mizoram,Monsoon,87.68947368421053
Oil (mustard),Mizoram,Summer,92.57923076923078
Oil (mustard),Mizoram,Winter,90.52159999999999
Oil (mustard),Nagaland,Autumn,103.92516129032258
Oil (mustard),Nagaland,Monsoon,114.2923076923077
Oil (mustard),Nagaland,Summer,117.74138888888888
Oil (mustard),Nagaland,Winter,116.97807692307691
Oil (mustard),Orissa,Autumn,115.54048128342245
Oil (mustard),Orissa,Monsoon,111.55395721925127
Oil (mustard),Orissa,Summer,112.38786516853926
Oil (mustard),Orissa,Winter,118.46390243902447
Oil (mustard),Puducherry,Autumn,133.45916666666668
Oil (mustard),Puducherry,Monsoon,133.11809523809524
Oil (mustard),Puducherry,Summer,139.0
Oil (mustard),Puducherry,Winter,136.70576923076922
Oil (mustard),Punjab,Autumn,111.47101010101015
Oil (mustard),Punjab,Monsoon,110.42811881188119
Oil (mustard),Punjab,Summer,114.35304761904762
Oil (mustard),Punjab,Winter,122.72476190476192
Oil (mustard),Rajasthan,Autumn,105.90385620915029
Oil (mustard),Rajasthan,Monsoon,102.90348387096775
Oil (mustard),Rajasthan,Summer,106.36525641025638
Oil (mustard),Rajasthan,Winter,103.22842465753425
Oil (mustard),Sikkim,Autumn,200.66666666666666
Oil (mustard),Sikkim,Monsoon,203.98166666666668
Oil (mustard),Sikkim,Summer,194.9042857142857
Oil (mustard),Sikkim,Winter,192.65444444444444
Oil (mustard),Tamil Nadu,Autumn,153.037875
Oil (mustard),Tamil Nadu,Monsoon,155.52590361445786
Oil (mustard),Tamil Nadu,Summer,158.41666666666666
Oil (mustard),Tamil Nadu,Winter,160.80560000000003
Oil (mustard),Telangana,Autumn,121.81686046511628
Oil (mustard),Telangana,Monsoon,115.90489999999996
Oil (mustard),Telangana,Summer,130.7425
Oil (mustard),Telangana,Winter,123.2104597701149
Oil (mustard),Tripura,Autumn,94.60359375
Oil (mustard),Tripura,Monsoon,93.09107692307691
Oil (mustard),Tripura,Summer,90.66371428571429
Oil (mustard),Tripura,Winter,92.00753846153846
Oil (mustard),Uttar Pradesh,Autumn,116.82123711340209
Oil (mustard),Uttar Pradesh,Monsoon,118.06386473429953
Oil (mustard),Uttar Pradesh,Summer,117.77196347031965
Oil (mustard),Uttar Pradesh,Winter,118.20979487179491
Oil (mustard),Uttarakhand,Autumn,121.28678571428568
Oil (mustard),Uttarakhand,Monsoon,115.60695652173915
Oil (mustard),Uttarakhand,Summer,124.82127272727271
Oil (mustard),Uttarakhand,Winter,121.10714285714286
Oil (mustard),West Bengal,Autumn,112.13046874999998
Oil (mustard),West Bengal,Monsoon,110.06773437499999
Oil (mustard),West Bengal,Summer,120.72099099099097
Oil (mustard),West Bengal,Winter,118.72796296296295
